gateway          | 
gateway          | 2024-01-28T21:34:58.622Z  INFO 7 --- [nio-8080-exec-7]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:35:51.033Z  INFO 7 --- [nio-8080-exec-6]                                          : Client: localhost:8080, Method: POST, Path: /api/medical_office/login
idm              | Jan 28, 2024 9:35:51 PM medical.idm.IDMServer$IdentityManagementService authorize
idm              | INFO: Authorization foradmin
idm              | Jan 28, 2024 9:35:51 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
gateway          | 2024-01-28T21:35:51.066Z  INFO 7 --- [nio-8080-exec-6]                                          : Method: POST, Path: /api/medical_office/login, Status: 200
gateway          | 2024-01-28T21:35:52.361Z  INFO 7 --- [nio-8080-exec-8]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:35:52 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:35:52.379Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:35:52.403Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:35:52.409Z  INFO 7 --- [nio-8080-exec-8]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:35:52.417Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:35:52 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:35:52.430Z  INFO 7 --- [nio-8080-exec-6]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:35:52.447Z  INFO 7 --- [nio-8080-exec-6]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:35:52.450Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:46.156Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:46.156Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:46.167Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:46 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:46.197Z  INFO 7 --- [nio-8080-exec-8]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:46.212Z  INFO 7 --- [nio-8080-exec-8]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:46.215Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:48.113Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:48.113Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:48.124Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:48 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:48.152Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:48.176Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:48.181Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:51.212Z  INFO 7 --- [nio-8080-exec-7]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:51.212Z  INFO 7 --- [nio-8080-exec-7]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:51.223Z  INFO 7 --- [nio-8080-exec-6]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:51 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:51.244Z  INFO 7 --- [io-8080-exec-10]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:51.260Z  INFO 7 --- [io-8080-exec-10]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:51.263Z  INFO 7 --- [nio-8080-exec-6]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:51.299Z  INFO 7 --- [nio-8080-exec-8]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:51.299Z  INFO 7 --- [nio-8080-exec-8]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:51.306Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:51 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:51.322Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:51.335Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:51.339Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:51.435Z  INFO 7 --- [io-8080-exec-10]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:51.435Z  INFO 7 --- [io-8080-exec-10]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:51.444Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:51 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:51.461Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:51.479Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:51.482Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.076Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:54.077Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.083Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:54 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:54.104Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:54.128Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.132Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.200Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:54.201Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.207Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:54 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:54.222Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:54.238Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.241Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.308Z  INFO 7 --- [nio-8080-exec-7]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:54.308Z  INFO 7 --- [nio-8080-exec-7]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.315Z  INFO 7 --- [nio-8080-exec-6]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:54 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:54.332Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:54.348Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.351Z  INFO 7 --- [nio-8080-exec-6]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.545Z  INFO 7 --- [nio-8080-exec-8]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:54.545Z  INFO 7 --- [nio-8080-exec-8]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.556Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:54 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:54.581Z  INFO 7 --- [nio-8080-exec-6]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:54.597Z  INFO 7 --- [nio-8080-exec-6]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:54.600Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:57.546Z  INFO 7 --- [io-8080-exec-10]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:57 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:57.567Z  INFO 7 --- [nio-8080-exec-7]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:57.602Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:57.603Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:57.610Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:57.614Z  INFO 7 --- [nio-8080-exec-7]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
idm              | Jan 28, 2024 9:37:57 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
gateway          | 2024-01-28T21:37:57.626Z  INFO 7 --- [io-8080-exec-10]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
pdp              | 2024-01-28T21:37:57.637Z  INFO 7 --- [nio-8080-exec-8]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:57.646Z  INFO 7 --- [nio-8080-exec-8]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:57.650Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:58.448Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:58 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:58.475Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:58.506Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:58.512Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:58.604Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:58 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:58.624Z  INFO 7 --- [io-8080-exec-10]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:58.637Z  INFO 7 --- [io-8080-exec-10]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:58.639Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:58.758Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:58 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:58.778Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:58.792Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:58.794Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:58.896Z  INFO 7 --- [nio-8080-exec-7]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:58 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:58.911Z  INFO 7 --- [nio-8080-exec-2]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:58.925Z  INFO 7 --- [nio-8080-exec-2]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:58.928Z  INFO 7 --- [nio-8080-exec-7]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:59.040Z  INFO 7 --- [nio-8080-exec-6]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:59 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:59.067Z  INFO 7 --- [nio-8080-exec-3]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:59.085Z  INFO 7 --- [nio-8080-exec-3]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:59.088Z  INFO 7 --- [nio-8080-exec-6]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:59.179Z  INFO 7 --- [nio-8080-exec-8]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:59 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:59.197Z  INFO 7 --- [nio-8080-exec-4]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:59.213Z  INFO 7 --- [nio-8080-exec-4]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:59.215Z  INFO 7 --- [nio-8080-exec-8]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:59.340Z  INFO 7 --- [nio-8080-exec-9]                                          : Client: localhost:8080, Method: OPTIONS, Path: /api/medical_office/physicians/
gateway          | 2024-01-28T21:37:59.340Z  INFO 7 --- [nio-8080-exec-9]                                          : Method: OPTIONS, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:59.348Z  INFO 7 --- [nio-8080-exec-1]                                          : Client: localhost:8080, Method: GET, Path: /api/medical_office/physicians/
idm              | Jan 28, 2024 9:37:59 PM medical.idm.IDMServer$IdentityManagementService validate
idm              | INFO: Token validation
pdp              | 2024-01-28T21:37:59.362Z  INFO 7 --- [nio-8080-exec-5]                                          : Client: pdp:8080, Method: GET, Path: /api/medical_office/physicians/
pdp              | 2024-01-28T21:37:59.386Z  INFO 7 --- [nio-8080-exec-5]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
gateway          | 2024-01-28T21:37:59.388Z  INFO 7 --- [nio-8080-exec-1]                                          : Method: GET, Path: /api/medical_office/physicians/, Status: 200
